cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
1057,2034,"Wright, Brooks and Villarreal",Reverse-engineered bifurcated strategy,6600,11746,successful,131,US,USD,2021-09-29,2021-11-29,cat2,subcat18
1556,3571,Collins-Goodman,Cross-platform even-keeled initiative,1400,9253,successful,88,US,USD,2020-05-11,2021-03-09,cat2,subcat18
2110,2785,Daniel-Luna,Mandatory multimedia leverage,75000,2529,failed,40,US,USD,2020-10-20,2021-01-17,cat2,subcat18
647,6217,Cole LLC,Proactive responsive emulation,111900,85902,failed,3182,IT,EUR,2021-08-07,2022-01-13,cat2,subcat18
2314,5136,Shannon Ltd,Pre-emptive neutral capacity,100,5,failed,1,US,USD,2021-01-19,2021-07-25,cat2,subcat18
308,2290,"Owens, Hall and Gonzalez",De-engineered static orchestration,62800,143788,successful,3059,CA,CAD,2020-11-19,2021-08-28,cat2,subcat18
2349,5490,King-Nguyen,Open-source incremental throughput,1300,13678,successful,249,US,USD,2021-06-25,2021-10-01,cat2,subcat18
2371,2996,Stevens Inc,Adaptive 24hour projection,8200,1546,canceled,37,US,USD,2021-10-08,2021-11-27,cat2,subcat18
1423,4556,Franklin Inc,Focused multimedia knowledgebase,6200,6269,successful,87,US,USD,2020-05-01,2021-04-13,cat2,subcat18
569,4869,Johnson Group,Compatible full-range leverage,3900,11075,successful,316,US,USD,2021-02-28,2021-05-08,cat2,subcat18
1805,3418,"Wilson, Wilson and Mathis",Optional asymmetric success,100,2,failed,1,US,USD,2021-06-11,2021-10-26,cat2,subcat18
2747,4073,Smith Group,Right-sized secondary challenge,106800,57872,failed,752,DK,DKK,2021-08-27,2021-12-19,cat2,subcat18
3129,2623,Young PLC,Optional maximized attitude,79400,26571,failed,1063,US,USD,2020-05-20,2021-02-06,cat2,subcat18
2089,2059,Davis Ltd,Upgradable uniform service-desk,3500,6204,successful,100,AU,AUD,2021-04-22,2021-07-19,cat2,subcat18
2504,4178,Smith-Brown,Object-based content-based ability,1500,10946,successful,207,IT,EUR,2020-12-01,2021-07-19,cat2,subcat18
2575,1717,Cook-Ortiz,Right-sized dedicated standardization,17700,150960,successful,1797,US,USD,2021-06-11,2021-08-22,cat2,subcat18
2444,2141,Best-Young,Implemented multimedia time-frame,3100,12620,successful,123,CH,CHF,2020-08-19,2021-06-02,cat2,subcat18
2107,5445,Gates PLC,Secured content-based product,4500,13985,successful,159,US,USD,2020-07-09,2021-05-18,cat2,subcat22
1381,5921,Soto-Anthony,Ameliorated logistical capability,51400,90440,successful,2261,US,USD,2020-10-13,2021-02-22,cat2,subcat22
2040,4467,Howard-Douglas,Organized human-resource attitude,88400,121138,successful,1573,US,USD,2020-09-22,2021-04-06,cat2,subcat22
1812,4187,"Melton, Robinson and Fritz",Function-based leadingedge pricing structure,108400,142523,successful,1425,AU,AUD,2020-12-17,2021-12-30,cat3,subcat3
1969,3325,Sparks-West,Organized incremental standardization,2000,14452,successful,249,US,USD,2021-08-19,2021-11-21,cat3,subcat3
1291,4995,Mosley-Gilbert,Vision-oriented logistical intranet,2800,2734,failed,38,US,USD,2021-05-21,2021-09-23,cat3,subcat3
580,3185,Hanson Inc,Grass-roots web-enabled contingency,2900,8807,successful,180,GB,GBP,2021-03-14,2021-08-29,cat3,subcat3
478,4865,Charles-Johnson,Total fresh-thinking system engine,6800,9829,successful,95,US,USD,2020-10-08,2021-07-23,cat3,subcat3
718,1612,Jones-Meyer,Re-engineered client-driven hub,4700,12635,successful,361,AU,AUD,2020-10-24,2021-04-12,cat3,subcat3
1106,6151,"Fleming, Zhang and Henderson",Distributed 5thgeneration implementation,164700,166116,successful,2443,GB,GBP,2021-07-17,2022-01-18,cat3,subcat3
1302,1433,Jackson LLC,Distributed motivating algorithm,64300,65323,successful,1071,US,USD,2020-05-07,2021-03-21,cat3,subcat3
1410,2720,Figueroa Ltd,Expanded solution-oriented benchmark,5000,11502,successful,117,US,USD,2021-05-26,2021-11-24,cat3,subcat3
2164,4323,Bruce Group,Cross-platform methodical process improvement,5500,4300,failed,75,US,USD,2021-02-01,2021-09-05,cat3,subcat3
2916,1463,Cordova Ltd,Synergized radical product,90400,110279,successful,2506,US,USD,2021-05-05,2021-08-08,cat3,subcat3
2424,2703,"Daniels, Rose and Tyler",Centralized global approach,8600,5315,failed,136,US,USD,2021-03-17,2021-04-15,cat3,subcat3
797,5923,"Osborne, Perkins and Knox",Cross-platform bi-directional workforce,2100,14305,successful,157,US,USD,2021-02-09,2021-10-26,cat3,subcat3
1231,4914,Walters-Carter,Seamless value-added standardization,4500,14649,successful,222,US,USD,2020-11-20,2021-11-27,cat3,subcat3
266,3386,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700,8799,successful,91,US,USD,2021-03-28,2021-08-23,cat3,subcat3
2589,1431,Tran LLC,Ameliorated fresh-thinking protocol,9800,8153,failed,132,US,USD,2021-02-20,2021-04-10,cat3,subcat3
1414,3174,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800,8219,successful,107,US,USD,2021-03-05,2022-02-20,cat3,subcat3
2365,3289,Mills Group,Advanced empowering matrix,8400,3251,canceled,64,US,USD,2020-03-24,2021-02-22,cat3,subcat3
2900,5720,Petersen and Sons,Open-source full-range portal,900,12607,successful,191,US,USD,2021-05-03,2022-02-13,cat3,subcat3
2352,1613,Ware-Arias,Upgradable maximized protocol,113800,140469,successful,5203,US,USD,2021-04-28,2021-12-10,cat3,subcat3
1145,4797,Shaw Ltd,Profit-focused content-based application,1400,8053,successful,139,CA,CAD,2021-06-05,2021-08-03,cat3,subcat3
2185,5095,"Smith, Brown and Davis",Devolved background project,193400,46317,failed,579,DK,DKK,2021-12-27,2022-01-14,cat3,subcat3
1522,2066,"Turner, Miller and Francis",Compatible well-modulated budgetary management,2100,837,failed,19,US,USD,2020-12-26,2021-07-03,cat3,subcat3
1384,3578,Martin-James,Streamlined upward-trending analyzer,180100,105598,failed,2779,AU,AUD,2021-01-11,2021-03-30,cat3,subcat3
1835,4109,"Sanchez, Cross and Savage",Sharable mobile knowledgebase,6000,3841,failed,71,US,USD,2021-02-15,2021-05-05,cat3,subcat3
1368,1651,Nunez-Richards,De-engineered cohesive system engine,86400,103255,successful,1613,US,USD,2020-10-12,2021-10-21,cat3,subcat3
2988,3530,Cisneros Ltd,Vision-oriented regional hub,10000,12684,successful,409,US,USD,2020-10-17,2021-08-24,cat3,subcat3
3169,3731,Williams-Jones,Monitored incremental info-mediaries,600,14033,successful,234,US,USD,2020-05-06,2021-05-31,cat3,subcat3
497,5156,Nguyen Inc,Seamless directional capacity,7300,7348,successful,69,US,USD,2020-09-11,2021-06-19,cat3,subcat3
1338,4849,Moreno Ltd,Customer-focused multimedia methodology,108400,138586,successful,1345,AU,AUD,2021-04-14,2021-05-30,cat3,subcat3
1954,3149,"Quinn, Cruz and Schmidt",Enterprise-wide multimedia software,8900,14685,successful,181,US,USD,2021-05-01,2021-10-20,cat3,subcat3
685,5942,"Cruz, Hall and Mason",Synergized content-based hierarchy,8000,7220,canceled,219,US,USD,2021-06-06,2021-07-08,cat3,subcat3
2077,3272,Edwards LLC,Automated system-worthy structure,55800,118580,successful,3388,US,USD,2020-12-25,2021-08-06,cat3,subcat3
692,3111,Gonzalez-Snow,Polarized user-facing interface,5000,6775,successful,78,IT,EUR,2020-12-21,2021-12-01,cat3,subcat3
812,1905,Byrd Group,Profound fault-tolerant model,88900,102535,successful,3308,US,USD,2021-09-25,2021-09-28,cat3,subcat3
1015,4121,"Houston, Moore and Rogers",Optional tangible utilization,7600,8332,successful,185,US,USD,2021-08-12,2021-11-23,cat3,subcat3
2259,2508,"Hodges, Smith and Kelly",Future-proofed 24hour model,86200,77355,failed,1758,US,USD,2020-05-06,2021-02-09,cat3,subcat3
55,2940,"Garcia, Dunn and Richardson",Automated even-keeled emulation,9100,12991,successful,155,US,USD,2020-10-11,2021-03-10,cat3,subcat3
2554,2116,Williams LLC,Up-sized high-level access,69900,138087,successful,1354,GB,GBP,2021-11-17,2021-11-28,cat3,subcat3
2293,5102,"Cooper, Stanley and Bryant",Phased empowering success,1000,5085,successful,48,US,USD,2021-06-07,2021-11-30,cat3,subcat3
212,3415,"Powers, Smith and Deleon",Enhanced uniform service-desk,100,2,failed,1,US,USD,2020-09-23,2021-06-06,cat3,subcat3
2381,1798,"Wang, Silva and Byrd",Integrated bifurcated software,1400,3534,successful,110,US,USD,2021-01-11,2021-07-02,cat3,subcat3
237,5821,"Carter, Cole and Curtis",Cloned responsive standardization,5800,11539,successful,462,US,USD,2020-09-08,2021-04-12,cat3,subcat3
435,3857,Stevenson PLC,Profound directional knowledge user,160400,1210,failed,38,US,USD,2021-02-19,2021-07-23,cat3,subcat3
1050,3169,Dawson Group,Triple-buffered bi-directional model,167400,196386,successful,3777,IT,EUR,2021-03-07,2021-03-22,cat3,subcat3
910,5594,Wiggins Ltd,Upgradable analyzing core,9900,6161,live,66,CA,CAD,2021-04-27,2021-11-24,cat3,subcat3
2686,4912,Wright LLC,Seamless clear-thinking conglomeration,5900,9520,successful,203,US,USD,2021-02-22,2021-02-28,cat3,subcat3
201,2576,"Henderson, Parker and Diaz",Enterprise-wide client-driven policy,42600,156384,successful,1548,AU,AUD,2021-07-19,2021-12-03,cat3,subcat3
923,3850,Robbins Group,Function-based interactive matrix,5500,4678,failed,55,US,USD,2021-02-04,2021-03-07,cat3,subcat3
1593,4519,"Sellers, Roach and Garrison",Multi-tiered systematic knowledge user,42700,97524,successful,1681,US,USD,2020-12-18,2021-03-15,cat3,subcat3
2028,5219,Diaz-Little,Grass-roots executive synergy,6700,11941,successful,323,US,USD,2021-06-26,2021-07-10,cat3,subcat3
505,4495,"Wright, Hunt and Rowe",Extended eco-centric pricing structure,81200,38414,failed,452,US,USD,2021-10-25,2021-12-16,cat3,subcat9
1019,3605,"Scott, Wilson and Martin",Cross-platform intermediate frame,92400,104257,successful,2673,US,USD,2021-05-01,2021-10-01,cat3,subcat9
462,2265,"Garcia, Garcia and Lopez",Reduced stable middleware,8800,14878,successful,198,US,USD,2020-11-18,2021-03-18,cat3,subcat9
1213,1664,"Bradshaw, Gill and Donovan",Inverse secondary infrastructure,158100,145243,failed,1467,GB,GBP,2020-09-07,2021-07-29,cat3,subcat9
2101,4248,Roy PLC,Multi-channeled neutral customer loyalty,6000,5392,failed,120,US,USD,2021-03-30,2021-05-24,cat3,subcat9
2655,4085,"Flores, Miller and Johnson",Horizontal context-sensitive knowledge user,8000,11493,successful,164,US,USD,2021-03-03,2021-05-22,cat3,subcat9
1363,3126,Lopez Inc,Team-oriented 6thgeneration middleware,72600,117892,successful,4065,GB,GBP,2020-11-03,2021-09-24,cat3,subcat9
2480,3251,Cisneros-Burton,Public-key zero tolerance orchestration,31400,41564,successful,374,US,USD,2021-07-03,2021-10-05,cat3,subcat9
3088,5150,Garcia Inc,Front-line web-enabled model,3700,10422,successful,336,US,USD,2020-09-18,2021-08-18,cat3,subcat9
2431,5288,Harper-Davis,Robust heuristic encoding,1900,13816,successful,126,US,USD,2021-07-02,2021-12-31,cat3,subcat9
698,3096,"Hamilton, Wright and Chavez",Down-sized empowering protocol,92100,19246,failed,326,US,USD,2021-01-14,2021-07-07,cat3,subcat9
1882,1656,Fields-Moore,Secured reciprocal array,25000,59128,successful,768,CH,CHF,2021-01-28,2021-11-21,cat3,subcat9
2198,5629,"White, Larson and Wright",Upgradable hybrid capability,9300,11255,successful,107,US,USD,2020-04-19,2021-02-15,cat3,subcat9
3024,1763,Evans Group,Stand-alone actuating support,8000,12985,successful,164,US,USD,2021-04-26,2021-07-14,cat3,subcat9
1130,3983,"Santos, Black and Donovan",Pre-emptive scalable access,600,5368,successful,48,US,USD,2020-04-15,2021-02-08,cat3,subcat9
2563,3691,"Olsen, Edwards and Reid",Optional clear-thinking software,56000,172736,successful,2107,AU,AUD,2020-10-09,2021-06-06,cat3,subcat9
1834,1268,King Inc,Organic bandwidth-monitored frame,8200,5178,failed,100,DK,DKK,2020-08-06,2021-08-30,cat3,subcat9
2556,4464,Mason-Sanders,Networked web-enabled instruction set,3200,3127,failed,41,US,USD,2021-04-12,2021-12-03,cat3,subcat9
1732,5675,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700,41396,successful,470,US,USD,2020-07-30,2021-03-22,cat3,subcat9
948,4025,Burns-Burnett,Front-line scalable definition,3800,2241,live,86,US,USD,2020-08-28,2021-05-19,cat3,subcat9
2808,4102,Flores-Lambert,Triple-buffered logistical frame,109000,42795,failed,424,US,USD,2021-07-18,2021-10-05,cat3,subcat9
2141,3365,Hernandez-Grimes,Profit-focused zero administration forecast,102900,67546,failed,1608,US,USD,2021-01-07,2021-05-08,cat3,subcat9
298,4439,Thomas-Lopez,User-centric fault-tolerant archive,9400,6015,failed,118,US,USD,2020-12-24,2021-03-18,cat3,subcat9
2403,1244,Rodriguez-West,Automated optimal function,7000,1744,failed,32,US,USD,2020-09-24,2021-04-09,cat3,subcat9
1136,5487,"Martin, Martin and Solis",Assimilated uniform methodology,6800,5579,failed,186,US,USD,2020-05-11,2021-03-29,cat3,subcat9
586,1810,Obrien and Sons,Pre-emptive transitional frame,1200,3984,successful,42,US,USD,2021-04-16,2021-08-18,cat3,subcat9
470,5771,"Grimes, Holland and Sloan",Extended dedicated archive,3600,10289,successful,381,US,USD,2021-04-16,2021-10-13,cat3,subcat9
2806,2150,Lyons LLC,Balanced impactful circuit,68800,162603,successful,2756,US,USD,2020-09-12,2021-04-13,cat3,subcat9
2322,4003,Clark Inc,Down-sized mobile time-frame,9200,9339,successful,85,IT,EUR,2021-06-07,2021-09-06,cat3,subcat9
302,1865,Hopkins-Browning,Balanced upward-trending productivity,2500,13684,successful,268,US,USD,2020-05-30,2021-06-13,cat3,subcat9
2310,2942,Lucero Group,Intuitive actuating benchmark,9800,3349,failed,120,US,USD,2020-07-14,2021-03-26,cat3,subcat9
400,2594,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,2100,1768,failed,63,US,USD,2021-05-01,2021-09-02,cat3,subcat9
3187,4356,Jarvis and Sons,Business-focused intermediate system engine,29500,83843,successful,762,US,USD,2021-05-21,2021-07-20,cat3,subcat9
2509,2188,Waters and Sons,Inverse neutral structure,6300,13018,successful,194,US,USD,2021-08-12,2022-01-16,cat3,subcat9
2785,2430,"Ramos, Moreno and Lewis",Extended multi-state knowledge user,9200,13382,successful,129,CA,CAD,2021-02-13,2021-10-21,cat3,subcat9
3027,4427,"Jones, Wiley and Robbins",Front-line cohesive extranet,7500,14381,successful,134,US,USD,2020-11-01,2021-10-22,cat3,subcat9
1656,1879,"Taylor, Wood and Taylor",Cloned hybrid focus group,42100,188057,successful,2893,CA,CAD,2020-07-15,2021-03-11,cat3,subcat9
649,4561,"Cole, Petty and Cameron",Realigned zero administration paradigm,100,3,failed,1,US,USD,2020-08-12,2021-04-17,cat3,subcat9
33,5871,Sims-Gross,Object-based attitude-oriented analyzer,8700,4710,failed,83,US,USD,2021-03-05,2021-03-27,cat3,subcat9
113,3336,Reyes PLC,Expanded optimal pricing structure,8300,8317,successful,297,US,USD,2020-09-13,2021-04-30,cat3,subcat9
1649,5580,Carson PLC,Visionary system-worthy attitude,28800,118847,successful,1071,CA,CAD,2021-09-05,2022-02-22,cat3,subcat9
971,3016,"Hill, Mccann and Moore",Streamlined needs-based knowledge user,6900,2091,failed,34,US,USD,2020-07-21,2021-06-11,cat3,subcat9
1111,3199,Hunter-Logan,Down-sized needs-based task-force,8600,13527,successful,366,IT,EUR,2020-08-20,2021-04-08,cat3,subcat9
725,6144,Lawson and Sons,Reverse-engineered multi-tasking product,1500,8447,successful,132,IT,EUR,2021-03-21,2021-05-25,cat3,subcat9
1526,6155,Lee PLC,Re-contextualized leadingedge firmware,2000,5033,successful,65,US,USD,2021-02-02,2021-09-17,cat3,subcat9
1365,2199,Larson-Little,Proactive foreground core,7600,5265,failed,53,US,USD,2020-12-21,2021-08-23,cat4,subcat4
2057,5650,Harris Group,Open-source optimizing database,7600,13195,successful,174,DK,DKK,2020-12-11,2021-08-29,cat4,subcat4
2669,4842,Carter-Guzman,Centralized cohesive challenge,4500,14741,successful,227,DK,DKK,2020-12-22,2021-09-21,cat4,subcat4
1114,3280,Nunez-Richards,Exclusive attitude-oriented intranet,110100,21946,live,708,DK,DKK,2020-04-08,2021-03-10,cat4,subcat4
601,4904,"Perez, Johnson and Gardner",Grass-roots zero administration system engine,6300,3030,failed,27,US,USD,2020-08-11,2021-06-26,cat4,subcat4
875,1558,Johnson-Gould,Exclusive needs-based adapter,9100,6089,canceled,135,US,USD,2021-03-24,2022-01-27,cat4,subcat4
2283,2307,Perez-Hess,Down-sized cohesive archive,62500,30331,failed,674,US,USD,2021-10-12,2021-11-17,cat4,subcat4
711,5695,Simmons-Reynolds,Re-engineered intangible definition,94000,38533,failed,558,US,USD,2021-03-14,2021-04-29,cat4,subcat4
1747,5708,Collier Inc,Enhanced dynamic definition,59100,75690,successful,890,US,USD,2020-07-06,2021-08-04,cat4,subcat4
2653,2251,Spencer-Bates,Optional responsive customer loyalty,107500,51814,canceled,1480,US,USD,2020-11-20,2021-07-27,cat4,subcat4
325,3715,"Campbell, Brown and Powell",Synchronized global task-force,130800,137635,successful,2220,US,USD,2020-12-23,2021-12-23,cat4,subcat4
210,3813,"Blair, Collins and Carter",Exclusive interactive approach,50200,189666,successful,5419,US,USD,2021-04-04,2021-12-09,cat4,subcat4
2034,1471,Jackson-Lewis,Monitored multi-state encryption,700,1101,successful,16,US,USD,2021-04-07,2021-11-26,cat4,subcat4
170,3477,Kim-Rice,Organized bi-directional function,9900,5027,failed,88,DK,DKK,2021-04-14,2021-05-01,cat4,subcat4
87,5008,Woods-Clark,Networked tertiary Graphical User Interface,9500,4530,failed,48,US,USD,2021-01-18,2021-03-20,cat4,subcat4
1711,3263,Bennett and Sons,Function-based multi-state software,1500,7129,successful,149,US,USD,2020-12-18,2021-06-27,cat4,subcat4
2294,5631,Lamb Inc,Optimized leadingedge concept,33300,128862,successful,2431,US,USD,2021-02-22,2021-11-10,cat4,subcat4
29,5027,"Hernandez, Rodriguez and Clark",Organic foreground leverage,7200,2459,failed,75,US,USD,2021-03-12,2022-01-05,cat4,subcat4
2025,3889,Anderson-Perez,Expanded 3rdgeneration strategy,2700,6132,successful,211,US,USD,2021-02-09,2021-06-11,cat4,subcat4
2395,3136,"Wright, Fox and Marks",Assimilated real-time support,1400,3851,successful,128,US,USD,2020-12-10,2021-03-07,cat4,subcat4
1418,2103,Crawford-Peters,User-centric regional database,94200,135997,successful,1600,CA,CAD,2020-10-20,2021-08-24,cat4,subcat4
1905,2329,Romero-Hoffman,Open-source zero administration complexity,199200,184750,failed,2253,CA,CAD,2021-06-15,2021-10-26,cat4,subcat4
2430,3131,"Baker, Morgan and Brown",Assimilated didactic open system,4700,557,failed,5,US,USD,2021-06-25,2021-07-16,cat4,subcat4
1934,3631,Berry-Boyer,Mandatory incremental projection,6100,14405,successful,236,US,USD,2021-02-23,2021-11-20,cat4,subcat4
1225,5373,Sanders-Allen,Grass-roots needs-based encryption,2900,1307,failed,12,US,USD,2021-10-05,2021-11-06,cat4,subcat4
963,2194,Moreno-Turner,Inverse multi-tasking installation,5700,14508,successful,246,IT,EUR,2020-08-10,2021-02-07,cat4,subcat4
1486,2906,Jones-Watson,Switchable disintermediate moderator,7900,1901,canceled,17,US,USD,2021-06-27,2022-01-17,cat4,subcat4
676,2611,Barker Inc,Re-engineered 24/7 task-force,128000,158389,successful,2475,IT,EUR,2021-08-08,2022-01-30,cat4,subcat4
2137,2374,"Tate, Bass and House",Organic object-oriented budgetary management,6000,6484,successful,76,US,USD,2021-03-19,2021-06-05,cat4,subcat4
2459,3872,"Martin, Conway and Larsen",Horizontal next generation function,122900,95993,failed,1684,US,USD,2020-12-13,2021-12-26,cat4,subcat4
2885,5725,Soto LLC,Triple-buffered reciprocal project,57800,40228,failed,838,US,USD,2021-06-13,2021-11-18,cat4,subcat4
2030,2988,Davis-Smith,Organic motivating firmware,7400,12405,successful,203,US,USD,2021-05-16,2021-09-12,cat4,subcat4
2468,1672,"White, Singleton and Zimmerman",Monitored scalable knowledgebase,3400,8588,successful,96,US,USD,2020-07-23,2021-01-18,cat4,subcat4
656,4426,Kramer Group,Synergistic explicit parallelism,7800,6132,failed,106,US,USD,2021-10-09,2021-11-15,cat4,subcat4
1891,2081,Hall and Sons,Pre-emptive radical architecture,108800,65877,canceled,610,US,USD,2020-11-22,2021-12-05,cat4,subcat4
3097,1883,Howard Ltd,Down-sized systematic policy,69700,151513,successful,2331,US,USD,2021-10-18,2021-12-26,cat4,subcat4
3076,3203,Baker-Morris,Fully-configurable motivating approach,7600,14951,successful,164,US,USD,2020-08-23,2021-02-06,cat4,subcat4
3146,5758,"Tucker, Fox and Green",Upgradable fault-tolerant approach,100,1,failed,1,US,USD,2021-06-22,2021-10-23,cat4,subcat4
1061,2862,"Brandt, Carter and Wood",Ameliorated clear-thinking circuit,3900,14006,successful,147,US,USD,2021-03-05,2021-05-19,cat4,subcat4
2957,6070,"Tucker, Schmidt and Reid",Multi-layered encompassing installation,3500,6527,successful,86,US,USD,2021-05-07,2021-12-28,cat4,subcat4
1862,2212,David-Clark,De-engineered motivating standardization,7200,6336,failed,73,US,USD,2021-09-02,2021-12-31,cat4,subcat4
2999,3209,Edwards-Lewis,Enhanced scalable concept,177700,33092,failed,662,CA,CAD,2022-01-15,2022-02-03,cat4,subcat4
2105,3074,Pratt LLC,Stand-alone web-enabled moderator,5300,8475,successful,180,US,USD,2020-05-10,2021-05-02,cat4,subcat4
1324,2031,Gross PLC,Proactive methodical benchmark,180200,69617,failed,774,US,USD,2020-03-24,2021-03-11,cat4,subcat4
1952,5873,"Martinez, Gomez and Dalton",Team-oriented 6thgeneration matrix,103200,53067,failed,672,CA,CAD,2021-03-03,2021-06-16,cat4,subcat4
1488,6047,Flowers and Sons,Virtual static core,3300,3834,successful,89,US,USD,2020-10-20,2021-11-02,cat4,subcat4
2647,6036,"Le, Burton and Evans",Balanced zero-defect software,7700,5488,failed,117,US,USD,2020-12-25,2021-12-02,cat4,subcat4
377,1797,"Martin, Lopez and Hunter",Multi-lateral actuating installation,9000,11619,successful,135,US,USD,2021-02-07,2021-04-20,cat4,subcat4
822,1346,Harris-Golden,Optional bandwidth-monitored middleware,8800,1518,canceled,51,US,USD,2020-09-15,2021-02-01,cat4,subcat4
2730,2989,"Moss, Norman and Dunlap",Upgradable upward-trending workforce,8300,9337,successful,199,US,USD,2021-08-21,2021-11-15,cat4,subcat4
2171,3694,"Whitehead, Bell and Hughes",Multi-tiered radical definition,189400,176112,failed,5681,US,USD,2021-07-17,2021-11-12,cat4,subcat4
1065,5374,Hall-Schaefer,Distributed eco-centric methodology,139500,90706,failed,1194,US,USD,2021-05-23,2021-07-29,cat4,subcat4
940,5230,"Clarke, Anderson and Lee",Robust explicit hardware,191200,191222,successful,1821,US,USD,2021-05-22,2021-06-30,cat4,subcat4
2657,5981,Lopez and Sons,Polarized human-resource protocol,150500,150755,successful,1396,US,USD,2021-11-14,2021-11-24,cat4,subcat4
557,4951,Cruz-Ward,Robust content-based emulation,2600,10804,successful,146,AU,AUD,2021-04-01,2021-10-19,cat4,subcat4
597,6051,White LLC,Cross-group 4thgeneration middleware,96700,157635,successful,1561,US,USD,2021-03-21,2021-10-17,cat4,subcat4
2354,2966,"Jones, Contreras and Burnett",Sharable intangible migration,181200,47459,failed,1130,US,USD,2021-01-27,2021-12-16,cat4,subcat4
1358,4478,Stone-Orozco,Proactive scalable Graphical User Interface,115000,86060,failed,782,US,USD,2021-01-06,2021-05-06,cat4,subcat4
188,4238,"Lee, Gibson and Morgan",Digitized solution-oriented product,38800,161593,successful,2739,US,USD,2021-05-02,2021-08-26,cat4,subcat4
1743,5666,Marks Ltd,Realigned human-resource orchestration,44500,159185,successful,3537,CA,CAD,2020-09-14,2021-04-11,cat4,subcat4
2369,4253,Adams Group,Reverse-engineered bandwidth-monitored contingency,27100,195750,successful,3318,DK,DKK,2021-03-09,2021-08-28,cat4,subcat4
2241,3279,"Howard, Carter and Griffith",Adaptive asynchronous emulation,3600,10550,successful,340,US,USD,2021-07-13,2021-09-11,cat4,subcat4
1055,3017,Parker Group,Grass-roots foreground policy,88800,28358,failed,886,US,USD,2021-02-10,2021-08-16,cat4,subcat4
2036,2166,"Walker, Jones and Rodriguez",Networked didactic info-mediaries,8200,2625,failed,35,IT,EUR,2021-06-18,2021-10-07,cat4,subcat4
1191,4146,Anthony-Shaw,Switchable contextually-based access,191300,45004,canceled,441,US,USD,2021-01-30,2021-05-23,cat4,subcat4
879,2651,Cook LLC,Up-sized dynamic throughput,3700,2538,failed,24,US,USD,2021-02-24,2021-09-04,cat4,subcat4
3062,1409,Sutton PLC,Mandatory reciprocal superstructure,8400,3188,failed,86,IT,EUR,2020-07-25,2021-05-11,cat4,subcat4
835,3855,"Becker, Rice and White",Reduced dedicated capability,100,2,failed,1,CA,CAD,2020-09-24,2021-05-26,cat4,subcat4
2286,4376,"Hayden, Shannon and Stein",Customer-focused client-server service-desk,143900,193413,successful,4498,AU,AUD,2021-05-24,2021-09-24,cat4,subcat4
1038,5884,Weaver-Marquez,Focused analyzing circuit,1300,5614,successful,80,US,USD,2021-04-10,2022-01-04,cat4,subcat4
1417,2604,Thompson LLC,Customer-focused impactful benchmark,104400,99100,failed,1625,US,USD,2020-06-13,2021-06-17,cat4,subcat4
3011,1693,Johnson Inc,Profound next generation infrastructure,8100,12300,successful,168,US,USD,2020-02-24,2021-03-05,cat4,subcat4
2515,4149,"Vargas, Banks and Palmer",Extended 24/7 implementation,156800,6024,failed,143,US,USD,2020-10-07,2021-05-14,cat4,subcat4
544,3463,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700,188721,successful,1815,US,USD,2020-08-22,2021-01-06,cat4,subcat4
657,5362,Owens-Le,Focused composite approach,7900,667,failed,17,US,USD,2021-07-31,2021-12-01,cat4,subcat4
1379,5354,"Chavez, Garcia and Cantu",Synergistic explicit capability,87300,81897,failed,931,US,USD,2021-03-28,2021-08-25,cat4,subcat4
537,2912,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200,5523,canceled,67,US,USD,2021-02-12,2021-09-13,cat4,subcat4
1289,4336,Davis-Rodriguez,Progressive secondary portal,3400,5823,successful,92,US,USD,2020-12-05,2021-11-09,cat4,subcat4
2343,4369,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400,10138,successful,97,DK,DKK,2020-06-11,2021-02-28,cat4,subcat4
2495,5626,Pitts-Reed,Vision-oriented dynamic service-desk,29400,123124,successful,1784,US,USD,2020-04-19,2021-02-20,cat4,subcat4
1129,6078,Garcia PLC,Customer-focused attitude-oriented function,2300,10240,successful,238,US,USD,2021-04-17,2021-08-28,cat4,subcat4
636,2580,Herring-Bailey,Reverse-engineered system-worthy extranet,700,3988,successful,53,US,USD,2021-05-02,2021-12-28,cat4,subcat4
434,3592,Russell-Gardner,Re-engineered systematic monitoring,2900,14771,successful,214,US,USD,2020-09-16,2021-03-22,cat4,subcat4
1854,1383,Singleton Ltd,Enhanced user-facing function,7100,3840,failed,101,US,USD,2020-08-01,2021-07-30,cat4,subcat4
436,1757,Perez PLC,Operative bandwidth-monitored interface,1000,6263,successful,59,US,USD,2020-11-25,2021-08-28,cat4,subcat4
121,2916,Williams Inc,Decentralized exuding strategy,5700,8322,successful,92,US,USD,2020-05-03,2021-05-08,cat4,subcat4
2936,2005,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000,13424,successful,186,US,USD,2020-11-14,2021-10-24,cat4,subcat4
